product, format, threads, cavity10.mtx, roadNet-PA.mtx, nlpkkt80.mtx, mac_econ_fwd500.mtx, thermomech_TK.mtx, PR02R.mtx, thermal2.mtx, FEM_3D_thermal1.mtx, olafu.mtx, amazon0302.mtx, adder_dcop_32.mtx, rdist2.mtx, olm1000.mtx, webbase-1M.mtx, cant.mtx, af_1_k101.mtx, mhd4800a.mtx, thermal1.mtx, cop20k_A.mtx, bcsstk17.mtx, raefsky2.mtx, cage4.mtx, Cube_Coup_dt0.mtx, mcfe.mtx, west2021.mtx, ML_Laplace.mtx, lung2.mtx, af23560.mtx, dc1.mtx
omp, ellpack, 1,-1 ,4.41108e+09 ,-1 ,2.81473e+09 ,2.41992e+09 ,2.07693e+09 ,4.93761e+09 ,3.5198e+09 ,3.05572e+09 ,-1 ,-1 ,1.44655e+07 ,-1 ,4.67393e+09 ,5.77367e+09 ,2.66358e+08 ,1.68311e+09 ,-1 ,-1 ,5.96602e+08 ,81922.4 ,4.44486e+09 ,-1 ,-1 ,5.69249e+09 ,4.91052e+08 ,7.22053e+08 ,-1 ,2.07534e-317 
omp, ellpack, 1,-1 ,4.50358e+09 ,-1 ,3.21421e+09 ,2.49738e+09 ,2.14387e+09 ,5.05108e+09 ,4.1119e+09 ,3.18266e+09 ,-1 ,-1 ,9.36038e+06 ,-1 ,4.87008e+09 ,6.04571e+09 ,1.64387e+08 ,8.8963e+08 ,-1 ,-1 ,5.6581e+08 ,121486 ,4.67939e+09 ,-1 ,-1 ,5.89313e+09 ,1.02472e+09 ,1.26168e+09 ,-1 ,0 
omp, ellpack, 1,-1 ,4.6444e+09 ,-1 ,3.39671e+09 ,2.54808e+09 ,2.15779e+09 ,5.34043e+09 ,4.4107e+09 ,3.35071e+09 ,-1 ,-1 ,8.1157e+06 ,-1 ,5.03717e+09 ,6.31374e+09 ,1.6364e+08 ,9.62159e+08 ,-1 ,-1 ,4.64914e+08 ,62289.4 ,4.78875e+09 ,-1 ,-1 ,6.08968e+09 ,6.78527e+08 ,7.21449e+08 ,-1 ,-0.00509394 
omp, ellpack, 1,-1 ,4.80355e+09 ,-1 ,3.46362e+09 ,2.56643e+09 ,2.2139e+09 ,5.45711e+09 ,4.49296e+09 ,3.52915e+09 ,-1 ,-1 ,6.42974e+06 ,-1 ,5.26862e+09 ,6.52402e+09 ,1.58547e+08 ,1.47502e+09 ,-1 ,-1 ,8.24017e+08 ,344655 ,4.86645e+09 ,-1 ,-1 ,6.26684e+09 ,1.11055e+09 ,1.2692e+09 ,-1 ,2.07512e-317 
omp, ellpack, 1,-1 ,4.97651e+09 ,-1 ,3.62586e+09 ,2.5532e+09 ,2.20526e+09 ,1.36342e+09 ,4.68942e+09 ,3.67955e+09 ,-1 ,-1 ,7.42254e+06 ,-1 ,5.42218e+09 ,6.76603e+09 ,1.62862e+08 ,8.75433e+08 ,-1 ,-1 ,4.32786e+08 ,89279.3 ,4.93287e+09 ,-1 ,-1 ,6.41243e+09 ,6.90504e+08 ,5.03971e+08 ,-1 ,6.95317e-310 
omp, ellpack, 1,-1 ,5.03788e+09 ,-1 ,3.74095e+09 ,2.64846e+09 ,2.18774e+09 ,1.00693e+09 ,4.86482e+09 ,3.81955e+09 ,-1 ,-1 ,4.47125e+06 ,-1 ,5.62109e+09 ,6.98823e+09 ,1.11873e+09 ,1.45807e+09 ,-1 ,-1 ,1.06538e+09 ,153446 ,5.07783e+09 ,-1 ,-1 ,6.5261e+09 ,1.1751e+09 ,1.28524e+09 ,-1 ,0 
omp, ellpack, 1,-1 ,5.12885e+09 ,-1 ,3.87998e+09 ,2.62313e+09 ,2.18053e+09 ,8.8189e+08 ,4.97532e+09 ,4.00598e+09 ,-1 ,-1 ,3.94196e+07 ,-1 ,5.74507e+09 ,7.22283e+09 ,2.76656e+09 ,9.09436e+08 ,-1 ,-1 ,5.20183e+08 ,135068 ,5.21549e+09 ,-1 ,-1 ,6.4722e+09 ,8.13382e+08 ,7.14717e+08 ,-1 ,0 
omp, ellpack, 1,-1 ,5.18381e+09 ,-1 ,4.11624e+09 ,2.74055e+09 ,2.40708e+09 ,6.51427e+08 ,5.21106e+09 ,4.19497e+09 ,-1 ,-1 ,1.78063e+08 ,-1 ,5.95852e+09 ,7.36926e+09 ,3.49165e+09 ,1.5563e+09 ,-1 ,-1 ,6.06308e+08 ,130117 ,5.30211e+09 ,-1 ,-1 ,6.64603e+09 ,8.92982e+08 ,9.36108e+08 ,-1 ,851.039 
omp, ellpack, 1,-1 ,5.20378e+09 ,-1 ,4.11192e+09 ,2.84123e+09 ,2.40661e+09 ,3.37642e+09 ,5.43805e+09 ,4.34691e+09 ,-1 ,-1 ,4.61492e+07 ,-1 ,5.90533e+09 ,7.55918e+09 ,3.81278e+09 ,9.12791e+08 ,-1 ,-1 ,6.26811e+08 ,95150.7 ,5.2726e+09 ,-1 ,-1 ,6.8149e+09 ,7.83423e+08 ,1.06477e+09 ,-1 ,1.54442e+09 
omp, ellpack, 1,-1 ,5.23886e+09 ,-1 ,4.20748e+09 ,2.79524e+09 ,2.36717e+09 ,1.30249e+09 ,5.59646e+09 ,4.52107e+09 ,-1 ,-1 ,2.05969e+08 ,-1 ,6.18725e+09 ,7.55513e+09 ,3.85713e+09 ,3.22271e+09 ,-1 ,-1 ,3.15724e+08 ,81703.6 ,5.17519e+09 ,-1 ,-1 ,6.71827e+09 ,1.08889e+09 ,7.45219e+08 ,-1 ,0 
omp, ellpack, 1,-1 ,5.16167e+09 ,-1 ,4.34521e+09 ,2.81095e+09 ,2.34446e+09 ,1.23341e+09 ,5.76982e+09 ,4.65052e+09 ,-1 ,-1 ,3.46434e+08 ,-1 ,6.31433e+09 ,7.83232e+09 ,3.81149e+09 ,4.39852e+09 ,-1 ,-1 ,9.62683e+08 ,80550.1 ,5.31707e+09 ,-1 ,-1 ,6.77244e+09 ,3.86436e+08 ,6.93172e+08 ,-1 ,0 
omp, ellpack, 1,-1 ,5.30278e+09 ,-1 ,4.4945e+09 ,2.82684e+09 ,2.48941e+09 ,6.48172e+08 ,5.91684e+09 ,4.79316e+09 ,-1 ,-1 ,3.8919e+08 ,-1 ,6.40359e+09 ,7.91937e+09 ,3.83992e+09 ,4.70185e+09 ,-1 ,-1 ,8.03126e+08 ,158127 ,5.22198e+09 ,-1 ,-1 ,6.72024e+09 ,2.08661e+09 ,7.64086e+08 ,-1 ,0 
omp, ellpack, 1,-1 ,5.18703e+09 ,-1 ,4.54051e+09 ,2.80901e+09 ,2.47369e+09 ,6.46904e+08 ,6.08924e+09 ,4.9351e+09 ,-1 ,-1 ,1.49771e+07 ,-1 ,6.45437e+09 ,8.35667e+09 ,4.01673e+09 ,4.70388e+09 ,-1 ,-1 ,8.12025e+08 ,84512.3 ,5.25701e+09 ,-1 ,-1 ,6.81732e+09 ,3.88134e+09 ,1.19716e+09 ,-1 ,6.95317e-310 
omp, ellpack, 1,-1 ,5.15189e+09 ,-1 ,4.78905e+09 ,2.80605e+09 ,2.40242e+09 ,1.35608e+09 ,6.24213e+09 ,5.04282e+09 ,-1 ,-1 ,1.64664e+07 ,-1 ,6.28787e+09 ,8.30388e+09 ,3.93336e+09 ,5.04222e+09 ,-1 ,-1 ,4.634e+08 ,158803 ,5.4122e+09 ,-1 ,-1 ,6.91473e+09 ,4.35251e+09 ,1.27655e+09 ,-1 ,6.91642e-310 
omp, ellpack, 1,-1 ,5.07492e+09 ,-1 ,4.88662e+09 ,2.79459e+09 ,2.4159e+09 ,1.16875e+09 ,6.40296e+09 ,5.17815e+09 ,-1 ,-1 ,1.37425e+07 ,-1 ,6.23555e+09 ,8.53056e+09 ,3.93977e+09 ,4.11918e+09 ,-1 ,-1 ,5.48715e+08 ,84422.1 ,5.27236e+09 ,-1 ,-1 ,6.9932e+09 ,4.49128e+09 ,1.28977e+09 ,-1 ,6.91642e-310 
omp, ellpack, 1,-1 ,5.08727e+09 ,-1 ,4.98533e+09 ,2.76938e+09 ,2.57417e+09 ,1.03821e+09 ,6.48496e+09 ,5.33309e+09 ,-1 ,-1 ,1.35452e+07 ,-1 ,6.03063e+09 ,8.74631e+09 ,4.12671e+09 ,5.13462e+09 ,-1 ,-1 ,7.17415e+08 ,80639.2 ,3.78097e+09 ,-1 ,-1 ,6.95507e+09 ,4.59579e+09 ,9.6555e+08 ,-1 ,0 
omp, ellpack, 1,-1 ,5.0411e+09 ,-1 ,5.06868e+09 ,2.73198e+09 ,2.56032e+09 ,8.25417e+08 ,6.67707e+09 ,5.44762e+09 ,-1 ,-1 ,6.05033e+07 ,-1 ,6.45817e+09 ,8.59895e+09 ,2.28407e+09 ,5.39431e+09 ,-1 ,-1 ,5.0074e+08 ,80228.4 ,4.89453e+09 ,-1 ,-1 ,6.8429e+09 ,4.42099e+09 ,7.52755e+08 ,-1 ,0 
omp, csr, 1,2.9244e+08 ,6.56982e+08 ,4.10022e+08 ,4.31568e+08 ,6.36026e+08 ,4.19075e+08 ,4.58904e+08 ,6.50743e+08 ,3.19708e+08 ,2.25354e+08 ,6.04734e+08 ,2.81808e+08 ,3.86523e+08 ,6.34365e+08 ,6.67343e+08 ,1.84676e+08 ,4.64882e+08 ,4.90092e+08 ,5.79625e+08 ,6.09996e+08 ,9.13454e+06 ,6.3533e+08 ,1.34699e+07 ,2.93337e+08 ,6.46977e+08 ,3.21011e+08 ,6.55557e+08 ,5.42573e+08 ,4.24607e-314 
omp, csr, 1,4.42809e+08 ,1.06126e+09 ,7.4868e+08 ,6.01556e+08 ,9.93288e+08 ,6.62925e+08 ,8.62056e+08 ,9.22505e+08 ,4.85475e+08 ,3.92327e+08 ,7.66415e+08 ,3.9856e+08 ,5.89856e+08 ,1.0003e+09 ,1.05225e+09 ,6.15794e+08 ,6.91007e+08 ,7.45028e+08 ,8.26533e+08 ,8.15447e+08 ,1.19994e+07 ,1.05673e+09 ,1.10276e+08 ,4.98023e+08 ,1.06131e+09 ,6.47082e+08 ,5.28865e+08 ,6.74654e+08 ,4.02835e-317 
omp, csr, 1,6.81275e+08 ,1.56719e+09 ,1.2579e+09 ,9.85539e+08 ,1.51729e+09 ,1.00781e+09 ,1.35846e+09 ,1.42371e+09 ,7.61048e+08 ,8.49148e+07 ,1.17741e+09 ,9.13446e+07 ,8.06113e+08 ,1.52988e+09 ,1.64878e+09 ,9.79912e+08 ,1.07983e+09 ,1.11433e+09 ,1.24652e+09 ,1.30614e+09 ,1.26335e+06 ,1.54028e+09 ,2.2839e+08 ,6.89932e+07 ,1.62756e+09 ,1.04459e+09 ,7.64386e+08 ,9.56836e+08 ,1.02035e-316 
omp, csr, 1,8.98874e+08 ,2.03643e+09 ,1.70097e+09 ,1.37168e+09 ,2.05037e+09 ,1.29287e+09 ,1.85808e+09 ,1.92411e+09 ,1.00451e+09 ,4.633e+08 ,1.66052e+09 ,4.07172e+08 ,1.0266e+09 ,2.03483e+09 ,2.14329e+09 ,1.67695e+09 ,1.49974e+09 ,1.18577e+09 ,1.60793e+09 ,1.75331e+09 ,1.81036e+06 ,1.9662e+09 ,8.81786e+08 ,4.12553e+08 ,2.10931e+09 ,1.43088e+09 ,1.08741e+09 ,1.04755e+09 ,5.8894e-317 
omp, csr, 1,1.12986e+09 ,2.43818e+09 ,2.10822e+09 ,1.7063e+09 ,2.48653e+09 ,1.67317e+09 ,2.33555e+09 ,2.37291e+09 ,1.23074e+09 ,9.57964e+08 ,2.06732e+09 ,6.80597e+08 ,1.15668e+09 ,2.5018e+09 ,2.67513e+09 ,2.1792e+09 ,1.86277e+09 ,1.18606e+09 ,2.02227e+09 ,2.20386e+09 ,8.08362e+06 ,2.501e+09 ,1.47895e+09 ,9.97269e+08 ,2.63493e+09 ,1.8363e+09 ,1.3639e+09 ,1.2786e+09 ,4.14003e-317 
omp, csr, 1,1.36877e+09 ,3.05597e+09 ,2.51646e+09 ,2.05525e+09 ,2.99723e+09 ,1.85324e+09 ,2.81993e+09 ,2.82705e+09 ,1.49147e+09 ,1.16865e+09 ,2.45849e+09 ,6.8955e+08 ,1.33727e+09 ,3.05277e+09 ,3.21503e+09 ,2.62621e+09 ,2.21799e+09 ,1.24462e+09 ,2.36879e+09 ,2.58841e+09 ,1.14358e+07 ,3.07629e+09 ,1.75649e+09 ,1.17078e+09 ,3.1592e+09 ,2.24012e+09 ,1.62515e+09 ,1.40891e+09 ,3.13238e-317 
omp, csr, 1,1.52414e+09 ,2.97133e+09 ,2.94338e+09 ,2.37717e+09 ,3.4745e+09 ,2.11023e+09 ,3.24191e+09 ,3.25651e+09 ,1.7281e+09 ,1.26777e+09 ,2.8543e+09 ,6.48094e+08 ,1.4708e+09 ,3.55738e+09 ,3.69558e+09 ,2.93722e+09 ,2.57049e+09 ,1.43406e+09 ,2.75583e+09 ,2.98682e+09 ,1.09875e+07 ,3.36034e+09 ,1.84542e+09 ,1.37707e+09 ,3.64611e+09 ,2.58362e+09 ,1.90035e+09 ,1.49226e+09 ,4.94066e-324 
omp, csr, 1,1.77076e+09 ,3.84195e+09 ,3.27276e+09 ,2.6364e+09 ,3.95338e+09 ,2.36407e+09 ,3.74406e+09 ,3.68157e+09 ,1.96255e+09 ,9.28178e+08 ,2.99102e+09 ,6.17626e+08 ,1.48923e+09 ,4.02938e+09 ,4.2053e+09 ,3.36735e+09 ,2.91458e+09 ,1.611e+09 ,3.14104e+09 ,3.42958e+09 ,8.42414e+06 ,4.00567e+09 ,2.11732e+09 ,1.28956e+09 ,4.07789e+09 ,2.86591e+09 ,2.16391e+09 ,1.57903e+09 ,2.08358e-317 
omp, csr, 1,2.01651e+09 ,4.23586e+09 ,3.58785e+09 ,2.93489e+09 ,4.43173e+09 ,2.50718e+09 ,4.21318e+09 ,4.06127e+09 ,2.21584e+09 ,9.50903e+08 ,3.33044e+09 ,6.63225e+08 ,1.6391e+09 ,4.49127e+09 ,4.65166e+09 ,3.68955e+09 ,3.17463e+09 ,1.79153e+09 ,3.4245e+09 ,3.84938e+09 ,9.39465e+06 ,4.57429e+09 ,1.91642e+09 ,1.35323e+09 ,4.50707e+09 ,3.25686e+09 ,2.45828e+09 ,1.57174e+09 ,0 
omp, csr, 1,2.2517e+09 ,4.44802e+09 ,3.96731e+09 ,3.27058e+09 ,4.41365e+09 ,2.7159e+09 ,4.63451e+09 ,4.40802e+09 ,2.37985e+09 ,9.13897e+08 ,3.54205e+09 ,6.24258e+08 ,1.31968e+09 ,4.7209e+09 ,4.83127e+09 ,4.01651e+09 ,2.16748e+09 ,1.95792e+09 ,3.27758e+09 ,4.24115e+09 ,9.69789e+06 ,4.75293e+09 ,7.6545e+08 ,1.37907e+09 ,4.66122e+09 ,3.47155e+09 ,3.14049e+09 ,1.09538e+09 ,4.01213e-317 
omp, csr, 1,2.26319e+09 ,4.33734e+09 ,4.05198e+09 ,2.21912e+09 ,4.91386e+09 ,2.82273e+09 ,2.54432e+09 ,3.39734e+09 ,2.51399e+09 ,3.46021e+08 ,2.86097e+09 ,1.49414e+08 ,1.49574e+09 ,4.94316e+09 ,4.8596e+09 ,1.70464e+09 ,2.25922e+09 ,2.01351e+09 ,2.86448e+09 ,3.48922e+09 ,9.45582e+06 ,5.48994e+09 ,1.84032e+09 ,1.27831e+09 ,4.80702e+09 ,2.30701e+09 ,4.02116e+09 ,1.09489e+09 ,1.47426e+09 
omp, csr, 1,2.49104e+09 ,4.57247e+09 ,2.72836e+09 ,2.32884e+09 ,3.23339e+09 ,2.85895e+09 ,2.94874e+09 ,3.33549e+09 ,2.01768e+09 ,7.30444e+08 ,2.54073e+09 ,4.77735e+08 ,1.61826e+09 ,5.53234e+09 ,5.05053e+09 ,2.56652e+09 ,2.48691e+09 ,1.54869e+09 ,2.98579e+09 ,3.40607e+09 ,8.99264e+06 ,5.63688e+09 ,1.9213e+09 ,1.07218e+09 ,4.8852e+09 ,2.4066e+09 ,5.29661e+09 ,1.12153e+09 ,2.0838e-317 
omp, csr, 1,2.65555e+09 ,4.62097e+09 ,2.78048e+09 ,2.55511e+09 ,3.1711e+09 ,2.93326e+09 ,3.19687e+09 ,3.50215e+09 ,1.93571e+09 ,8.83857e+08 ,2.66084e+09 ,6.2464e+08 ,1.90681e+09 ,3.49628e+09 ,4.96405e+09 ,2.88271e+09 ,2.65739e+09 ,1.62829e+09 ,2.82895e+09 ,3.22542e+09 ,8.78651e+06 ,6.42803e+09 ,1.66047e+09 ,1.12078e+09 ,4.89014e+09 ,2.57934e+09 ,5.93785e+09 ,1.15238e+09 ,6.20157e-313 
omp, csr, 1,2.00288e+09 ,4.75548e+09 ,2.55566e+09 ,2.55935e+09 ,3.43855e+09 ,2.22742e+09 ,3.43474e+09 ,3.54809e+09 ,2.05515e+09 ,1.06443e+09 ,2.77568e+09 ,6.15865e+08 ,1.26433e+09 ,3.50826e+09 ,3.9845e+09 ,3.10133e+09 ,2.8444e+09 ,1.74915e+09 ,2.96321e+09 ,3.28754e+09 ,8.81577e+06 ,6.38282e+09 ,7.24177e+08 ,1.16902e+09 ,3.97033e+09 ,2.77644e+09 ,3.76061e+09 ,1.18373e+09 ,2.122e-313 
omp, csr, 1,2.07925e+09 ,4.81219e+09 ,3.09083e+09 ,2.82363e+09 ,3.69202e+09 ,2.17295e+09 ,3.68724e+09 ,3.64778e+09 ,2.20324e+09 ,1.06007e+09 ,2.93198e+09 ,5.85039e+08 ,1.25397e+09 ,3.71955e+09 ,3.57867e+09 ,3.2637e+09 ,3.03616e+09 ,1.57648e+09 ,3.18334e+09 ,3.37419e+09 ,7.91284e+06 ,7.36188e+09 ,1.67849e+09 ,1.19096e+09 ,5.0455e+09 ,2.97447e+09 ,3.71684e+09 ,1.2033e+09 ,2.02567e-322 
omp, csr, 1,2.17735e+09 ,4.68602e+09 ,3.39657e+09 ,2.94972e+09 ,3.76543e+09 ,2.92451e+09 ,3.28092e+09 ,3.84305e+09 ,2.07277e+09 ,1.10533e+09 ,3.03498e+09 ,5.98404e+08 ,1.31754e+09 ,3.96408e+09 ,3.52231e+09 ,3.39173e+09 ,3.22087e+09 ,1.97668e+09 ,3.28008e+09 ,3.62806e+09 ,7.45083e+06 ,6.8535e+09 ,1.45726e+09 ,1.24768e+09 ,5.323e+09 ,2.79154e+09 ,3.98167e+09 ,1.10588e+09 ,2.07512e-317 
omp, csr, 1,2.30774e+09 ,4.17555e+09 ,3.49045e+09 ,3.19436e+09 ,4.13073e+09 ,2.55457e+09 ,4.03765e+09 ,3.70076e+09 ,2.46181e+09 ,1.1207e+09 ,3.15391e+09 ,6.20369e+08 ,1.35585e+09 ,4.20197e+09 ,3.50321e+09 ,3.64374e+09 ,3.00405e+09 ,2.12502e+09 ,2.92704e+09 ,3.69972e+09 ,1.80894e+06 ,7.61637e+09 ,1.55026e+09 ,1.27139e+09 ,4.1091e+09 ,3.30537e+09 ,4.18817e+09 ,1.19707e+09 ,0.0010397 
omp, csr, 1,2.42146e+09 ,3.77802e+09 ,3.67519e+09 ,3.39235e+09 ,4.38943e+09 ,2.59796e+09 ,4.32665e+09 ,4.13371e+09 ,2.64162e+09 ,3.60053e+08 ,3.30404e+09 ,1.42711e+08 ,1.4089e+09 ,4.32718e+09 ,3.50752e+09 ,3.81839e+09 ,3.54743e+09 ,2.24993e+09 ,3.44846e+09 ,3.85754e+09 ,5.54256e+06 ,7.43763e+09 ,1.87916e+09 ,3.96082e+08 ,3.85484e+09 ,3.55113e+09 ,4.42315e+09 ,1.26789e+09 ,6.15379e-313 
omp, csr, 1,2.55015e+09 ,3.68415e+09 ,3.85058e+09 ,3.54278e+09 ,4.37018e+09 ,2.59241e+09 ,4.59903e+09 ,4.37404e+09 ,2.76775e+09 ,9.4165e+08 ,3.44004e+09 ,4.64471e+08 ,1.43552e+09 ,4.65189e+09 ,3.83285e+09 ,4.01604e+09 ,3.75238e+09 ,2.37288e+09 ,3.67412e+09 ,4.04839e+09 ,7.31832e+06 ,8.04542e+09 ,1.58892e+09 ,9.96e+08 ,3.94954e+09 ,3.73093e+09 ,4.65313e+09 ,1.2915e+09 ,2.08371e-317 
omp, csr, 1,2.65533e+09 ,3.81514e+09 ,4.02898e+09 ,3.64506e+09 ,4.29638e+09 ,2.74451e+09 ,4.7564e+09 ,4.59534e+09 ,2.87537e+09 ,1.13678e+09 ,1.90198e+08 ,5.55724e+08 ,1.46784e+09 ,4.90221e+09 ,3.86889e+09 ,4.13153e+09 ,3.97908e+09 ,2.33423e+09 ,3.91342e+09 ,4.19073e+09 ,7.8465e+06 ,5.685e+09 ,1.63824e+09 ,1.2381e+09 ,4.11123e+09 ,3.92622e+09 ,4.86782e+09 ,1.30769e+09 ,6.94279e-310 
omp, csr, 1,2.656e+09 ,3.85993e+09 ,4.20616e+09 ,3.80981e+09 ,4.61937e+09 ,2.83316e+09 ,2.83809e+08 ,4.80184e+09 ,2.97971e+09 ,1.97801e+06 ,2.85765e+07 ,5.85119e+08 ,1.4809e+09 ,5.15619e+09 ,3.97214e+09 ,5.84546e+08 ,7.77851e+08 ,2.53881e+09 ,4.27734e+09 ,4.28094e+09 ,6.89601e+06 ,5.7115e+09 ,7.76276e+06 ,5.09073e+06 ,4.20474e+09 ,4.09503e+09 ,5.073e+09 ,1.31619e+09 ,3.59205e-319 
omp, csr, 1,2.79781e+09 ,4.00009e+09 ,4.37773e+09 ,1.95335e+09 ,4.74827e+09 ,2.98285e+09 ,9.71777e+08 ,2.44478e+09 ,3.09191e+09 ,9.79305e+06 ,2.52431e+08 ,2.00696e+07 ,1.50462e+09 ,5.30717e+09 ,4.19792e+09 ,2.33675e+08 ,6.4715e+08 ,2.67296e+09 ,4.63967e+09 ,4.28661e+09 ,98266.8 ,5.71866e+09 ,4.04025e+06 ,3.80137e+07 ,4.3679e+09 ,1.47911e+09 ,5.30349e+09 ,1.31333e+09 ,6.95282e-310 
omp, csr, 1,2.8643e+09 ,4.01112e+09 ,2.56528e+09 ,1.79534e+09 ,5.00202e+09 ,3.11102e+09 ,6.69145e+08 ,2.29374e+09 ,3.18232e+09 ,1.69939e+07 ,1.41289e+09 ,2.1143e+07 ,1.51003e+09 ,5.54708e+09 ,4.1857e+09 ,2.40745e+08 ,1.42779e+09 ,2.71375e+09 ,5.16476e+09 ,1.80895e+09 ,875035 ,5.90673e+09 ,3.85726e+06 ,1.07198e+08 ,4.48779e+09 ,8.60629e+08 ,5.54685e+09 ,1.2905e+09 ,2.59799e-314 
omp, csr, 1,2.93734e+09 ,3.9241e+09 ,4.31367e+09 ,1.1162e+09 ,4.99945e+09 ,3.13367e+09 ,6.45158e+08 ,2.31495e+09 ,3.15848e+09 ,1.07054e+08 ,2.6984e+09 ,4.01732e+07 ,1.58267e+09 ,5.80999e+09 ,4.40605e+09 ,2.60847e+08 ,1.37611e+09 ,2.87221e+09 ,4.27866e+09 ,4.16322e+09 ,4.08571e+06 ,6.07495e+09 ,3.83892e+06 ,5.84822e+06 ,4.41011e+09 ,6.96395e+08 ,5.73501e+09 ,1.34297e+09 ,2.07534e-317 
omp, csr, 1,3.08054e+09 ,3.959e+09 ,4.90663e+09 ,1.75607e+09 ,5.21001e+09 ,3.1934e+09 ,1.15934e+09 ,4.89565e+09 ,3.50271e+09 ,4.47408e+07 ,2.90094e+09 ,1.54295e+07 ,1.67511e+09 ,5.85071e+09 ,4.52069e+09 ,3.4265e+08 ,1.05912e+09 ,3.00999e+09 ,5.64545e+09 ,4.87738e+09 ,6.64844e+06 ,6.12495e+09 ,4.52507e+06 ,1.95583e+07 ,4.49927e+09 ,1.55143e+09 ,1.54583e+09 ,1.356e+09 ,0 
omp, csr, 1,3.13838e+09 ,4.07646e+09 ,5.07342e+09 ,3.98918e+09 ,5.30247e+09 ,3.25482e+09 ,7.00455e+08 ,5.74908e+09 ,3.68754e+09 ,1.89872e+07 ,2.86687e+09 ,1.45089e+07 ,1.73608e+09 ,6.15947e+09 ,4.62626e+09 ,3.20087e+08 ,3.6677e+09 ,3.14941e+09 ,5.68132e+09 ,5.04277e+09 ,5.91869e+06 ,6.33852e+09 ,4.3298e+07 ,3.11157e+07 ,4.64281e+09 ,7.46493e+08 ,7.62436e+08 ,1.36176e+09 ,-1.14852e-256 
omp, csr, 1,3.34106e+09 ,4.07596e+09 ,5.32133e+09 ,4.72856e+09 ,5.18726e+09 ,3.23994e+09 ,1.13986e+09 ,6.05499e+09 ,3.86548e+09 ,1.92823e+07 ,2.98717e+09 ,1.4308e+07 ,1.77339e+09 ,6.44583e+09 ,4.69781e+09 ,1.77266e+08 ,4.95209e+09 ,3.02778e+09 ,5.80557e+09 ,5.196e+09 ,7.32385e+06 ,6.41378e+09 ,3.05858e+08 ,2.26373e+07 ,4.67476e+09 ,1.47346e+09 ,1.30289e+09 ,1.36234e+09 ,2.07512e-317 
omp, csr, 1,3.4282e+09 ,4.24961e+09 ,5.59513e+09 ,4.94344e+09 ,5.18421e+09 ,3.14361e+09 ,7.34967e+08 ,6.3233e+09 ,4.04577e+09 ,1.6074e+08 ,2.80132e+09 ,1.07813e+08 ,1.77199e+09 ,6.68411e+09 ,4.80838e+09 ,2.25094e+08 ,5.32552e+09 ,3.37691e+09 ,5.89503e+09 ,5.33625e+09 ,1.69398e+06 ,6.34124e+09 ,4.75913e+08 ,1.93154e+07 ,4.75963e+09 ,7.46922e+08 ,7.70865e+08 ,1.37717e+09 ,6.95282e-310 
